probe,log2FC,p_value,p_adj,neg_log_padj,status,gene,mean_expr,nef_log_padj
208156_x_at,0.24789995507529827,1.970403347540603e-06,9.321974053767993e-06,5.0304921101913616,NS,EPPK1,7.842112048542059,5.0304921101913616
200843_s_at,0.5825926093353306,2.4984976538838532e-15,5.2080470740405895e-14,13.283325098959128,NS,EPRS,9.693857463065422,13.283325098959128
217886_at,-0.6857635947646035,7.769528687886472e-16,1.7720410210048543e-14,13.751526228842959,Down,EPS15,8.913650892420566,13.751526228842959
221056_x_at,0.019411797725544133,0.6499337303127479,0.7472510867632713,0.12653344467282532,NS,EPS15L1,9.075101739981308,0.12653344467282532
202609_at,0.2158770907660088,0.13443066669434017,0.21485572700831893,0.66785306564793,NS,EPS8,9.398097868738322,0.66785306564793
91826_at,0.3697717184363132,2.938176763547258e-09,2.294826246832231e-08,7.639250191564035,NS,EPS8L1,8.50449307088785,7.639250191564035
218180_s_at,-0.05498866452287032,0.4972170801752217,0.6126680047303951,0.2127747991716498,NS,EPS8L2,9.177873327943926,0.2127747991716498
219404_at,0.13944556589830803,0.025523120871016443,0.051882111144760025,1.28498236026981,NS,EPS8L3,7.739646957971964,1.28498236026981
214627_at,-0.06968122104047048,0.18782675570620602,0.2834446429230251,0.5475317467201269,NS,EPX,8.103653132654204,0.5475317467201269
206439_at,0.23572576999824246,8.302958791106737e-05,0.0002934414444761799,3.532478548174433,NS,EPYC,4.83869690172897,3.532478548174433
212087_s_at,0.2615288168539731,1.4094998964203842e-07,8.232735568004041e-07,6.084455833720144,NS,ERAL1,8.473960446065426,6.084455833720144
209788_s_at,-0.05759847202639001,0.5311540106222286,0.6441550461900032,0.19100958667690057,NS,ERAP1,7.294482499177568,0.19100958667690057
219759_at,-0.4376176186403917,0.07725866929440985,0.1356944059184468,0.8674380560162211,NS,ERAP2,7.173401297962616,0.8674380560162211
216836_s_at,0.6962787192107669,1.0007819191432998e-09,8.514861971848092e-09,8.069822387672088,Up,ERBB2,9.858402068009347,8.069822387672088
217941_s_at,0.14666142447185493,0.09318584778487735,0.15908780221684,0.7983631178581219,NS,ERBB2IP,8.974886030028035,0.7983631178581219
202454_s_at,0.5128425903311111,1.967024292108849e-06,9.30994101551858e-06,5.031053070545612,NS,ERBB3,9.627839725242993,5.031053070545612
214053_at,-0.5377088696847281,2.451139821998138e-09,1.9409647709162936e-08,7.711982347113184,NS,ERBB4,7.424779925588784,7.711982347113184
215606_s_at,-0.12642069702850378,0.05526126086631506,0.101641492025101,0.9929289684395326,NS,ERC1,8.327476004383177,0.9929289684395326
213938_at,0.11087936349542549,0.004237601406544901,0.010555161205235862,1.9765351294799853,NS,ERC2,5.748350715467293,1.9765351294799853
208247_at,-0.051409255260736586,0.31025954619817214,0.4251853301312343,0.3714217280456405,NS,ERC2-IT1,5.550738759233646,0.3714217280456405
203720_s_at,0.13892789538459205,0.0017057782514332052,0.004643843222563972,2.333122450588216,NS,ERCC1,8.608808281280375,2.333122450588216
213468_at,0.13472782067206257,0.0013994353848128757,0.0038766308652144837,2.4115455507680643,NS,ERCC2,6.759254582859817,2.4115455507680643
202176_at,0.05533675305559527,0.4350948386959435,0.5538225917206505,0.25662933233999957,NS,ERCC3,7.644170999682246,0.25662933233999957
210158_at,0.03820395436171964,0.3282359180063682,0.44448987912099075,0.35213812331456995,NS,ERCC4,8.186463948766354,0.35213812331456995
202414_at,-0.2213988880791673,0.0018504553770076143,0.004999235834852167,2.3010963752780027,NS,ERCC5,7.410055345280373,2.3010963752780027
207347_at,0.06250271450598088,0.08673991659382423,0.1496458316398409,0.8249353758570553,NS,ERCC6,6.8766768072710285,0.8249353758570553
219650_at,0.3185296913328628,9.559431605529663e-09,6.816410062912559e-08,7.166444291084178,NS,ERCC6L,5.6521530488130844,7.166444291084178
205162_at,0.11315759883462384,0.0011960882928647595,0.0033596918479648855,2.473700554415411,NS,ERCC8,7.950031501364486,2.473700554415411
205767_at,0.9488691838328611,3.711044066289462e-05,0.00013923757354626718,3.8562435536486572,Up,EREG,5.627048575887851,3.8562435536486572
203643_at,0.03205955983532682,0.6114470060298105,0.7149162365076225,0.14574483953257703,NS,ERF,7.920246390224299,0.14574483953257703
213541_s_at,-1.7058869898476416,1.82345045323752e-28,2.6214158999672035e-26,25.58146407072388,Down,ERG,7.672473343084111,25.58146407072388
218135_at,0.485559920362423,0.0001523611849741607,0.0005123078745705783,3.290468968628312,NS,ERGIC2,8.872963595271026,3.290468968628312
216032_s_at,0.5193478389116812,1.3120537401153346e-09,1.0917286591109037e-08,7.961885288823576,NS,ERGIC3,9.937619582345796,7.961885288823576
200043_at,0.45726857667487764,4.518949972468723e-14,7.897706842080044e-13,12.102498991038813,NS,ERH,11.186498581214957,12.102498991038813
213365_at,0.3952746318610121,6.016862210395355e-06,2.585800205096233e-05,4.587405034434866,NS,ERI2,6.845436256074763,4.587405034434866
208973_at,0.20618970351829624,0.00568318217156558,0.013714354378275482,1.8628246325765585,NS,ERI3,7.631456384672898,1.8628246325765585
217611_at,0.0073211276252633795,0.8709665578337303,0.9143815221771031,0.03887255874751211,NS,ERICH1,7.1338432917850465,0.03887255874751211
202441_at,-0.04395449463969392,0.4708182422147183,0.5880411911479495,0.2305922513699583,NS,ERLIN1,8.82245098328972,0.2305922513699583
221543_s_at,0.05953354191731375,0.5217527826654849,0.6355902720388694,0.19682275846303776,NS,ERLIN2,7.597337157803742,0.19682275846303776
219905_at,-0.22420100118508035,2.377738319439075e-08,1.5867967347128156e-07,6.79947870188182,NS,ERMAP,6.560586682420558,6.79947870188182
218342_s_at,0.04502059211013254,0.511205208665317,0.6263268116688113,0.20319899671226171,NS,ERMP1,9.151512981177572,0.20319899671226171
207061_at,0.05578467119317221,0.1278463995469462,0.2062551677407566,0.6855951613565661,NS,ERN1,7.068411312654206,0.6855951613565661
214372_x_at,0.04463452660731981,0.4521448536325019,0.5700545305812516,0.24408359836647722,NS,ERN2,8.583970181822432,0.24408359836647722
218498_s_at,0.9446288903349753,2.8441832566597625e-16,6.934019202204539e-15,14.159014959997199,Up,ERO1L,8.602001585691587,14.159014959997199
220012_at,0.12497965014004198,0.06016118687750862,0.10941543879089025,0.9609213936458803,NS,ERO1LB,5.759137020233647,0.9609213936458803
201216_at,0.08109423158937012,0.31344274901743174,0.4284935445616829,0.36805571652341473,NS,ERP29,10.352895493841125,0.36805571652341473
208959_s_at,0.08131689661752084,0.11965318516921303,0.19593121142898104,0.7078963762988632,NS,ERP44,9.750820586813084,0.7078963762988632
222139_at,-0.18199666464602693,0.010017347645613076,0.022786500366189892,1.6423223702281435,NS,ERV3-2,5.935819941504673,1.6423223702281435
215594_at,0.03511179444405155,0.4996289624163538,0.6150277411072594,0.21110529473175466,NS,ERV9-1,5.8011533791682215,0.21110529473175466
208360_s_at,0.1095643932269521,0.056403970614397524,0.10349552677870717,0.9850784206158191,NS,ERVH-4,7.8041726881308415,0.9850784206158191
211614_at,0.06529542411752409,0.264235305484912,0.37436134995678366,0.42670899531575346,NS,ERVH-6,8.286276910317754,0.42670899531575346
221200_at,-0.0029117784619980824,0.9275187622891349,0.9526573210458075,0.021063290696632635,NS,ERVK3-2,4.500318614551403,0.021063290696632635
219987_at,0.18748975390218092,0.0014643427602409331,0.0040347284975815415,2.3941856842304614,NS,ERVMER34-1,6.63111464246729,2.3941856842304614
209009_at,-0.38684666965130177,1.4274414522467037e-10,1.4136745724628133e-09,8.84965055351623,NS,ESD,10.872709649242987,8.84965055351623
218859_s_at,0.056162304161503585,0.48575003899045444,0.602167906471449,0.22028239464486915,NS,ESF1,6.693840674102802,0.22028239464486915
208394_x_at,0.09150219981527119,0.3496554032069649,0.4670659190985838,0.3306218211888087,NS,ESM1,5.213101446121496,0.3306218211888087
38158_at,0.4571681647139352,5.3553451833132106e-11,5.679826593039899e-10,9.245664923238893,NS,ESPL1,7.604614753383181,9.245664923238893
219422_at,0.042276334190358256,0.24605987580350833,0.35335130582777446,0.45179329938888263,NS,ESPN,5.488727728317755,0.45179329938888263
205225_at,0.10111691263370837,0.4875419106949798,0.6038517256415005,0.21906968826801446,NS,ESR1,7.527727751448602,0.21906968826801446
211120_x_at,-0.008021937342013175,0.7871783750076453,0.8546293162077264,0.068222213731701,NS,ESR2,6.825337360336448,0.068222213731701
219121_s_at,0.8676281604282199,1.0611104138384855e-19,4.4361582273101266e-18,17.35299297198587,Up,ESRP1,8.979347678794396,17.35299297198587
1487_at,0.08847854815939549,0.008598082237589622,0.019895230166169217,1.7012510321738383,NS,ESRRA,8.46373648182243,1.7012510321738383
207726_at,-0.031082948678395894,0.44296507714836386,0.5610521692773826,0.2509967541165836,NS,ESRRB,5.492678217663549,0.2509967541165836
209966_x_at,0.028364092446163447,0.5859320165516567,0.6926798835386794,0.15946742474226588,NS,ESRRG,5.975121796962618,0.15946742474226588
208858_s_at,-0.3718845333666394,8.124384578415417e-11,8.285384968459072e-10,9.081687307909302,NS,ESYT1,10.012396144495325,9.081687307909302
219216_at,0.02831127947677725,0.5597125608608439,0.6698933824074651,0.17399431239865445,NS,ETAA1,6.109714264841122,0.17399431239865445
201574_at,-0.5695031094781822,2.653167505342129e-13,4.1227706779315654e-12,11.384810821414675,NS,ETF1,10.088794665990658,11.384810821414675
201931_at,0.4104002962346929,2.098748862046978e-05,8.259699910454399e-05,4.083035731081702,NS,ETFA,8.831733254925235,4.083035731081702
202942_at,-0.04151857685010718,0.5910361140219166,0.6967915839770576,0.15689710348603692,NS,ETFB,8.789363241570092,0.15689710348603692
205530_at,-0.11569418338670001,0.023108570589210828,0.047665303937738115,1.3217976333548929,NS,ETFDH,6.021277826794391,1.3217976333548929
204034_at,-0.060527234941943675,0.4414180373795572,0.559537978663671,0.2521704303790863,NS,ETHE1,9.228068431570094,0.2521704303790863
219017_at,0.7360583889968355,1.0638479281289983e-08,7.516082239219553e-08,7.124008476596545,Up,ETNK1,6.915207183158877,7.124008476596545
219268_at,0.3059064821942288,2.1130057094491168e-09,1.6942823398220465e-08,7.77101421595961,NS,ETNK2,7.098888906065424,7.77101421595961
221008_s_at,0.11166892219493274,0.12162925612557686,0.19832942010076965,0.7026128579595585,NS,ETNPPL,4.803629334271027,0.7026128579595585
214447_at,-0.030480288752992912,0.39817069994496823,0.5173131424916172,0.2862464880724868,NS,ETS1,6.924076860728972,0.2862464880724868
201328_at,-1.3320512639271644,4.48345921887445e-18,1.443712742401436e-16,15.840519210367763,Down,ETS2,9.59495176201869,15.840519210367763
221911_at,-1.3816413552463045,6.380148720024638e-13,9.304244367035929e-12,11.031318891802654,Down,ETV1,8.580640853383176,11.031318891802654
215510_at,-0.01887034428641865,0.6559608018616345,0.752588536087056,0.12344240141882773,NS,ETV2,5.538368474981306,0.12344240141882773
214480_at,0.026558718998948017,0.46634013335289615,0.5834291837349157,0.2340118508090098,NS,ETV3,6.15805089864486,0.2340118508090098
211603_s_at,0.4028863368240678,1.8406506484935577e-09,1.5001908705333558e-08,7.82385348178043,NS,ETV4,7.807411231560749,7.82385348178043
203349_s_at,-0.6313197307614402,8.200130120495482e-08,4.974775373672769e-07,6.303226524200025,Down,ETV5,9.082175260616822,6.303226524200025
205585_at,0.27326582158550483,3.040399018083475e-06,1.3848980237112443e-05,4.858582204484012,NS,ETV6,6.546470199065423,4.858582204484012
221680_s_at,0.07670080420373449,0.2891843631304908,0.4024110873635337,0.39533006196190484,NS,ETV7,6.6664477268785065,0.39533006196190484
220134_x_at,-0.01856664316748713,0.7378046417563489,0.8173486535920697,0.08759264844733804,NS,EVA1B,7.057210867140183,0.08759264844733804
219432_at,-0.30372624316467256,2.816746020162495e-07,1.5582311709851262e-06,5.807368112237449,NS,EVC,7.769491170887855,5.807368112237449
204774_at,-0.2744469766403945,0.01521887978808318,0.03301102874699285,1.4813409412201113,NS,EVI2A,8.293758460682245,1.4813409412201113
211742_s_at,-0.5021513788743892,8.578339130480592e-05,0.0003027417339950887,3.5189277059201,NS,EVI2B,8.544759409485984,3.5189277059201
209717_at,-0.3817477701995049,2.8307929552518007e-09,2.2202942422342795e-08,7.6535894673012335,NS,EVI5,7.440603163420562,7.6535894673012335
217838_s_at,-0.6049655305520769,1.3390915477712942e-08,9.330511869602172e-08,7.030094530310751,Down,EVL,8.885204585364487,7.030094530310751
204503_at,0.18011289498452143,0.0026145598782886786,0.006839661630418716,2.164965383027971,NS,EVPL,8.307874243747664,2.164965383027971
207914_x_at,-0.1145730210042224,0.06671797056369051,0.11976770628137562,0.9216602677100714,NS,EVX1,6.206838786654206,0.9216602677100714
209214_s_at,-0.04495977324419442,0.381299070687959,0.500175851659492,0.30087727970705996,NS,EWSR1,9.439913188588783,0.30087727970705996
218363_at,0.06263391738564472,0.1361419186463905,0.2169993113875193,0.6635416443131067,NS,EXD2,8.423891479364483,0.6635416443131067
220838_at,-0.0400552370679117,0.28931789943547237,0.40250176394584697,0.39523221201594105,NS,EXD3,6.364327674747662,0.39523221201594105
204603_at,0.2501536762691776,0.00025639767105710865,0.000825742058702927,3.083155594297865,NS,EXO1,7.072511855112153,3.083155594297865
219567_s_at,-0.04905196933251599,0.4179767433654076,0.5365839318106008,0.27036233656619196,NS,EXO5,5.452008190186917,0.27036233656619196
222127_s_at,0.11316598510028264,0.08335117449281398,0.14465064028219424,0.8396796396488473,NS,EXOC1,9.694462657700937,0.8396796396488473
219349_s_at,0.0160262657121768,0.8194749718204818,0.8778175558636571,0.05659573775571998,NS,EXOC2,6.817010310317756,0.05659573775571998
212630_at,0.04834923521955936,0.5160369196141538,0.6306545148341944,0.20020849082190986,NS,EXOC3,8.482396518579437,0.20020849082190986
218748_s_at,0.25929447849753995,0.015479028229745426,0.03350681815071083,1.4748668113529713,NS,EXOC5,6.345092800794396,1.4748668113529713
215417_at,0.03501033226918082,0.3204613803285813,0.43594877520523667,0.36056453814577716,NS,EXOC6B,6.625963939551404,0.36056453814577716
212034_s_at,0.11053254869774953,0.06042964438723244,0.10983309672762646,0.9592667713586495,NS,EXOC7,9.102693670317755,0.9592667713586495
205521_at,-0.06972128482054973,0.0714642457696451,0.12705888864175308,0.8959949476696134,NS,EXOG,7.640718375532715,0.8959949476696134
218369_s_at,0.019480663763547845,0.5212026702538222,0.6351840431101891,0.1971004206506059,NS,EXOSC1,4.380054144990656,0.1971004206506059
207541_s_at,0.07852939887262522,0.23019709229243562,0.3350850409950577,0.4748449596858007,NS,EXOSC10,7.529252699971963,0.4748449596858007
216117_at,-0.06306814875826916,0.05564465697199283,0.10224539385725374,0.990356247794325,NS,EXOSC2,7.49106898761682,0.990356247794325
58696_at,0.5158490962090063,2.7231342769419565e-13,4.2255989619148754e-12,11.374111722828436,NS,EXOSC4,8.57569465891589,11.374111722828436
218481_at,0.3297751826755819,9.320942554045164e-10,7.966956767617508e-09,8.098707539510233,NS,EXOSC5,8.15105098605608,8.098707539510233
212627_s_at,0.13926660301407345,0.040287783016417576,0.07742441724533378,1.1111220547872984,NS,EXOSC7,8.994316831196262,1.1111220547872984
215136_s_at,0.007490401792398238,0.9383168065479367,0.9591941187406035,0.01809349275984684,NS,EXOSC8,6.88441768724299,0.01809349275984684
205061_s_at,0.061646967668897545,0.04029141239406231,0.07742441724533378,1.1111220547872984,NS,EXOSC9,8.26589512156075,1.1111220547872984
214734_at,-0.18493845371604145,0.08234062481857084,0.14308634039087684,0.8444018237945119,NS,EXPH5,9.607566999542055,0.8444018237945119
201995_at,0.004604800426459832,0.962731346129802,0.9756033737691746,0.01072670650631613,NS,EXT1,8.661992227962616,0.01072670650631613
202012_s_at,-0.010125034515482412,0.87628427554683,0.918182330914629,0.037071068856112104,NS,EXT2,9.200560579411215,0.037071068856112104
206329_at,0.04000451558726592,0.3662476155789073,0.48468319384397146,0.31454203896790567,NS,EXTL1,6.61646893001869,0.31454203896790567
209537_at,-0.21596329075017806,0.00029354019231440194,0.0009360269183374095,3.0287116616066605,NS,EXTL2,9.390952592934578,3.0287116616066605
209202_s_at,0.10849978391520398,0.03369589536408842,0.06621213724849932,1.1790623933866324,NS,EXTL3,7.909019635084115,1.1790623933866324
214608_s_at,0.043879492359606864,0.42463868577371766,0.5430257581116643,0.2651795694158661,NS,EYA1,6.561973926962614,0.2651795694158661
209692_at,0.31598951507987394,0.0008852478316257135,0.0025571658584542098,2.592241102605107,NS,EYA2,6.736061779252337,2.592241102605107
206379_at,0.06195709392680904,0.16507645741913002,0.25480733587354354,0.5937880728691118,NS,EYA3,6.5082338608317745,0.5937880728691118
207327_at,-0.09316425179556731,0.24425763237774978,0.3511705801841021,0.4544818748812201,NS,EYA4,6.20098919893458,0.4544818748812201
203249_at,-0.4369503531185792,2.5227533644707815e-18,8.458711716592195e-17,16.072695776083812,NS,EZH1,9.083825305373832,16.072695776083812
203358_s_at,1.0106238252508817,6.03250204091677e-12,7.472053528501855e-11,10.126560025556106,Up,EZH2,5.370234330719625,10.126560025556106
208622_s_at,-0.01830793686663945,0.8856967127578376,0.9243585710450515,0.034159527461340586,NS,EZR,10.195989023523358,0.034159527461340586
205620_at,-0.372055065239973,1.3372933702278936e-08,9.320897143818628e-08,7.030542284442321,NS,F10,6.45170399884112,7.030542284442321
206610_s_at,-0.2200539661868417,2.8779658321169594e-05,0.00011041617189576827,3.9569673138284047,NS,F11,6.707632827056073,3.9569673138284047
221664_s_at,0.13287823469457827,0.12061885588972195,0.19710692034252522,0.7052981275530752,NS,F11R,9.703362927177572,0.7052981275530752
205774_at,0.5818985952470053,1.0397132674089892e-10,1.045956240978533e-09,8.980486484397126,NS,F12,7.392097016859813,8.980486484397126
203305_at,-0.4027177456752291,0.0055233075594749255,0.013383630094364916,1.8734260751983942,NS,F13A1,9.35365457333645,1.8734260751983942
207810_at,0.022873696094653617,0.5006442864419623,0.6159061982580072,0.21048542530460704,NS,F13B,4.41220436153271,0.21048542530460704
205754_at,0.002248394054539027,0.96510988267221,0.9774802743322965,0.009891997957746661,NS,F2,6.9750879358598095,0.009891997957746661
203989_x_at,-0.2590635069992979,0.011028802659907787,0.02483124276757858,1.6050015440944425,NS,F2R,6.639714793831775,1.6050015440944425
206429_at,0.2960064120161867,4.76000371747418e-07,2.5225160979657487e-06,5.598166053540849,NS,F2RL1,7.600797242476634,5.598166053540849
206795_at,0.02370053341836531,0.5023062393699732,0.6173659491204792,0.20945732774814463,NS,F2RL2,5.959963091196261,0.20945732774814463
207221_at,-0.016172928885994864,0.6145682107407199,0.7175114450348664,0.14417116710150304,NS,F2RL3,4.866435025915886,0.14417116710150304
204363_at,-0.5923116204472194,9.707372882095191e-05,0.00033845377476047535,3.4705006378719285,Down,F3,8.59808598630841,3.4705006378719285
204713_s_at,0.32182803761505685,8.293551907713873e-05,0.00029320199454162813,3.5328330796807164,NS,F5,7.690373024411217,3.5328330796807164
207300_s_at,-0.07631197656615019,0.2780890731019696,0.3897815216447328,0.40917875330958703,NS,F7,6.350253856728972,0.40917875330958703
205756_s_at,-1.1714507858205518,1.2137676022688095e-17,3.7049840385419013e-16,15.431213658666598,Down,F8,8.588449633766357,15.431213658666598
207218_at,-0.05179953393525594,0.27821927563746585,0.3899094414484057,0.40903624847628905,NS,F9,5.518655926654209,0.40903624847628905
219429_at,0.8401301731667843,2.554015417748516e-10,2.4135337384940707e-09,8.617346625853207,Up,FA2H,6.950343891551401,8.617346625853207
204231_s_at,0.06384972335467864,0.2750658326013995,0.38617010760187653,0.41322134683315936,NS,FAAH,7.55022786813084,0.41322134683315936
205892_s_at,0.0620339153817735,0.2510120376861804,0.35916658548520886,0.4447040740492964,NS,FABP1,4.840716764102804,0.4447040740492964
207475_at,0.1786532477135827,0.010393808241305194,0.023546688597092684,1.628070159665783,NS,FABP2,5.913680397934582,1.628070159665783
205738_s_at,0.07576579785081172,0.4807893144548472,0.5976807974336045,0.2235306971571019,NS,FABP3,6.271327179168225,0.2235306971571019
203980_at,-3.83854131283955,1.9638642532561494e-37,1.6831071982810298e-34,33.773888222622325,Down,FABP4,8.894365463766357,33.773888222622325
202345_s_at,-1.5233434559236496,2.0506721943491554e-16,5.1632913566872576e-15,14.287073367683478,Down,FABP5,9.957442174046726,14.287073367683478
210445_at,0.13907494936734732,0.29809524120641473,0.41196513597560463,0.385139536136975,NS,FABP6,6.032961158785048,0.385139536136975
205030_at,0.13029767834588402,0.1810163002801961,0.27519862312503307,0.5603537432951611,NS,FABP7,6.55518854440187,0.5603537432951611
202535_at,0.5368913962494766,1.500730321160399e-13,2.4127542385582373e-12,11.617486912767427,NS,FADD,8.533248616663547,11.617486912767427
202218_s_at,0.23456923393349527,0.012743161571720717,0.02815905090268274,1.5503819871248816,NS,FADS2,8.155672470635515,1.5503819871248816
216080_s_at,-0.49001980314884097,3.6267125680716585e-08,2.339723108116409e-07,6.630835535637902,NS,FADS3,7.9135088609065445,6.630835535637902
218080_x_at,0.27954358961154213,3.9621256188010725e-08,2.53774202827664e-07,6.595552527785124,NS,FAF1,8.609698611747662,6.595552527785124
212108_at,0.3207807781235026,2.7985734118035038e-08,1.844442807903504e-07,6.7341348067407845,NS,FAF2,8.957528648654208,6.7341348067407845
202862_at,0.115722283777977,0.2475060859413518,0.35503914722744573,0.4497237582476556,NS,FAH,6.647468034560748,0.4497237582476556
222056_s_at,0.08409607203624248,0.1748672684332583,0.2673276168014747,0.5729561732863202,NS,FAHD2A,8.359607017588782,0.5729561732863202
220643_s_at,0.10775713588634694,0.28928362620933834,0.4024883512337119,0.39524668440947314,NS,FAIM,5.659633694616821,0.39524668440947314
203618_at,-0.04915934592822069,0.2421057342319098,0.3487743778051232,0.4574554273707054,NS,FAIM2,7.2377207061121505,0.4574554273707054
221602_s_at,0.12783933330788244,0.0470911693610527,0.08864851963101607,1.052328512420074,NS,FAIM3,8.505160040785045,1.052328512420074
212400_at,0.21030950569247508,0.00027340881818059114,0.0008765998123047644,3.0571986266720366,NS,FAM102A,9.035221065345794,3.0571986266720366
214947_at,-0.19188919413441052,2.2550843615866497e-05,8.812705161212788e-05,4.05489075943652,NS,FAM105A,7.468822766392524,4.05489075943652
220575_at,-0.05829122152744848,0.28200494641943746,0.39431268968492167,0.40415924633164685,NS,FAM106A,6.180872039775701,0.40415924633164685
209074_s_at,-3.3717985706576377,6.564350549929972e-44,1.4627342330408957e-39,38.83483457449582,Down,FAM107A,8.995178673457945,38.83483457449582
221959_at,-0.09998307565974507,0.14471882490510818,0.2283022708219841,0.6414897687526364,NS,FAM110B,7.923124699383181,0.6414897687526364
220430_at,-0.30335238930436415,1.5172765734671957e-06,7.3196522811365066e-06,5.135509549538674,NS,FAM110D,6.784589478766353,5.135509549538674
218248_at,-0.1724751870541823,0.0026470886082771137,0.00691177354795394,2.160410499187306,NS,FAM111A,9.67922335268225,2.160410499187306
213455_at,0.3853386466537678,2.9126312816273768e-05,0.00011157325571343105,3.9524398940007934,NS,FAM114A1,9.977412671158877,3.9524398940007934
218588_s_at,-0.14861529274419283,0.0006983280282291498,0.0020615849831783447,2.6857987578964866,NS,FAM114A2,8.520060743560748,2.6857987578964866
221249_s_at,-0.1661945629349031,0.0056734083791427645,0.013695218168393265,1.863431044930675,NS,FAM117A,8.27968230503738,1.863431044930675
219629_at,0.14817439646094321,0.18014323806056995,0.2740770021646648,0.5621274046356575,NS,FAM118A,6.83980644464486,0.5621274046356575
200774_at,0.19213789021498684,0.004620697063937035,0.011412435455077473,1.9426216656752093,NS,FAM120A,10.770653794420562,1.9426216656752093
220685_at,0.01319742338880836,0.7204118002910613,0.8033862197941225,0.09507562184345401,NS,FAM120C,5.468306779457946,0.09507562184345401
220637_at,-0.32366580754503893,3.45974497572423e-09,2.662987816720657e-08,7.574630820471721,NS,FAM124B,6.89303797956075,7.574630820471721
201828_x_at,-0.07694251724841727,0.25806953727540327,0.3676595805324347,0.43455411262938604,NS,FAM127A,10.96083922560747,0.43455411262938604
217948_at,0.20254900912596518,0.0008905118330174232,0.0025707054249419926,2.5899476859599204,NS,FAM127B,8.370644173467293,2.5899476859599204
217967_s_at,-0.5557970878740317,1.4663029842813333e-05,5.9277266688572113e-05,4.227111830154202,NS,FAM129A,9.629867137813084,4.227111830154202
221904_at,0.010902630959185089,0.8535376810890571,0.9028043930178696,0.04440633632580208,NS,FAM131A,7.726329659383177,0.04440633632580208
205368_at,-0.005692827341309048,0.8580600194068821,0.9058950179497534,0.04292212877667386,NS,FAM131B,5.669048561112154,0.04292212877667386
221984_s_at,0.1467981635879667,0.019500728405111654,0.04105969300303345,1.386584302105879,NS,FAM134A,9.222322309214954,1.386584302105879
218510_x_at,-0.6736303823585459,2.3721812660613455e-08,1.583562467095415e-07,6.8003648002556005,Down,FAM134B,8.47692821285047,6.8003648002556005
212697_at,0.23077944037403064,0.0005218329401300757,0.0015818260651501125,2.8008412724808394,NS,FAM134C,9.742931664953266,2.8008412724808394
221233_s_at,0.055264158142856346,0.07823331652787865,0.13710365648373732,0.8629509626464126,NS,FAM135A,5.766016873495326,0.8629509626464126
202973_x_at,0.3220145431724184,0.009451034535588623,0.02164232083788169,1.6646961690257085,NS,FAM13A,9.47833354328972,1.6646961690257085
218518_at,-0.7633286350263928,1.7244112780651675e-13,2.7387780833304437e-12,11.56244315616865,Down,FAM13B,8.224609686177573,11.56244315616865
214914_at,-0.017033312986277416,0.6225985670292067,0.7241929252550928,0.14014572218357768,NS,FAM13C,4.79971555946729,0.14014572218357768
214889_at,-0.30000291543701785,0.00020355269269865418,0.0006688772031442119,3.1746536055384538,NS,FAM149A,6.631543796056072,3.1746536055384538
213463_s_at,-0.05470767755946504,0.2617010466076781,0.3716214900305182,0.429899179684285,NS,FAM149B1,6.8966832079813045,0.429899179684285
211166_at,0.11066915757424312,0.017756629634045226,0.03778009912493362,1.4227369069394575,NS,FAM153A,7.524391804785046,1.4227369069394575
214825_at,0.0423889781622071,0.3829547697284635,0.5018110018700289,0.29945982130146803,NS,FAM155A,6.824238943626167,0.29945982130146803
206299_at,0.13313274096340688,0.01926038352671115,0.04063811439501037,1.3910664514830047,NS,FAM155B,6.999529037336445,1.3910664514830047
218337_at,-0.09019132435749633,0.1840224901062518,0.2785361762600911,0.5551183906884293,NS,FAM160B2,8.277620455822428,0.5551183906884293
220942_x_at,0.5551231664261067,5.351981638588198e-10,4.743763200185395e-09,8.323876998273551,NS,FAM162A,10.041645324747657,8.323876998273551
222095_s_at,0.03250132144264306,0.46663526695506047,0.5836884909914537,0.23381886990413,NS,FAM163A,6.3395322133177565,0.23381886990413
212357_at,0.017360822796973707,0.7066218839010023,0.7933519140910986,0.10053412611768422,NS,FAM168A,8.276123228990652,0.10053412611768422
212017_at,-0.2039753984028856,0.001501794916200553,0.004128361228435347,2.3842223092847794,NS,FAM168B,10.162442396233644,2.3842223092847794
213954_at,0.2273545306491913,1.3237994577198429e-06,6.4533413512078884e-06,5.1902153621631175,NS,FAM169A,4.327961650280374,5.1902153621631175
212771_at,-0.5093123635151304,1.4129204726245115e-07,8.250552120411947e-07,6.083516987834919,NS,FAM171A1,8.243072455056078,6.083516987834919
212936_at,-0.2805395099546093,5.734061756736231e-06,2.4680722064004916e-05,4.607642138649101,NS,FAM172A,8.665976008457944,4.607642138649101
219709_x_at,0.35093339090358366,1.287541519478002e-05,5.245984216223865e-05,4.280173020420692,NS,FAM173A,7.235843945887849,4.280173020420692
51158_at,-0.24955119662068803,0.0021169017295787703,0.005641123091909717,2.2486344236651554,NS,FAM174B,8.371194784906544,2.2486344236651554
212837_at,-0.03754993069281909,0.3250360402647662,0.44093376873370177,0.3556266396333856,NS,FAM175B,8.88044044098131,0.3556266396333856
203482_at,-0.39777244774947373,3.394841299239851e-08,2.2016079357090105e-07,6.657260018024696,NS,FAM178A,7.591978084485981,6.657260018024696
