gene,probe,log2FC,fold_change,p_value,p_adj,status
SFN,33322_i_at,1.0337322400844524,2.047313790233526,4.2569829936036094e-12,5.395810696613722e-11,Up
ECM2,206101_at,-1.0331448267913412,0.4886438276060708,1.6217374963576886e-15,3.511873336378851e-14,Down
STK39,202786_at,1.0323140712079555,2.0453022700964385,2.509496608162492e-18,8.434255342335566e-17,Up
OGN,218730_s_at,-1.0308904506864867,0.48940798639488237,2.4025124699323473e-15,5.0362356883821726e-14,Down
ARHGEF6,209539_at,-1.0307588044306826,0.48945264702433006,1.6087369071072835e-26,1.838332538516492e-24,Down
SYNPO,202796_at,-1.0301871068244193,0.4896466411451079,3.2429437792021126e-24,2.509115146943079e-22,Down
KIF11,204444_at,1.0299369814739636,2.0419350554690974,8.468356697202822e-14,1.4092635719475018e-12,Up
SLK,206874_s_at,-1.026930138446163,0.4907532957553553,2.538696889975387e-15,5.277031977548652e-14,Down
NR4A2,204622_x_at,-1.025551701534133,0.4912224148085231,1.5938476278226547e-06,7.664157680356542e-06,Down
RAPGEF5,204681_s_at,-1.0248783413078844,0.4914517403626731,2.4882608755521736e-15,5.196430842542557e-14,Down
KIF4A,218355_at,1.0246236577994363,2.034428612842865,5.546149203572751e-15,1.1004883588887943e-13,Up
LSM5,211747_s_at,1.0238433411590435,2.0333285402605448,2.2801448025570862e-17,6.666450418402628e-16,Up
SRPX2,205499_at,1.0236080798698115,2.0329969909872454,6.657132172054651e-12,8.173051029746214e-11,Up
DNAJB4,203810_at,-1.0234868263578534,0.4919259863617917,3.6470842066383444e-16,8.719740061858609e-15,Down
NR4A3,209959_at,-1.0225103144978913,0.4922590672670886,1.9090222552031748e-10,1.8479036886486682e-09,Down
RUFY2,219957_at,-1.0224077621931738,0.4922940601759959,7.017814542357707e-17,1.8909064262074578e-15,Down
CFB,202357_s_at,1.02113546502639,2.0295156500543836,5.187918773414963e-09,3.889717161103823e-08,Up
SRPK1,202200_s_at,1.0204497539623496,2.0285512531295735,5.642017605762983e-25,4.8918707513313836e-23,Up
CDKN2A,209644_x_at,1.019951220672061,2.02785039425692,1.935579508471037e-10,1.8719842963220536e-09,Up
GPR126,213094_at,-1.018273909716398,0.4937066867969008,2.180500360314335e-08,1.4612959256807316e-07,Down
COL4A5,213110_s_at,-1.0161709476108367,0.4944268691627437,1.3059757194431545e-12,1.8142803588748015e-11,Down
SH3BP5,201811_x_at,-1.0156991750263877,0.49458857706210685,7.907867501323282e-22,4.350889173629301e-20,Down
TCN1,205513_at,1.0147423779176625,2.0205420525220683,1.4115373907100212e-06,6.8510755123483775e-06,Up
GAS6,1598_g_at,-1.0145673989679764,0.4949767277908081,3.7183579227257104e-24,2.866995487615813e-22,Down
ELTD1,219134_at,-1.0141646337864172,0.4951149324818266,4.449272322003879e-17,1.2377420118753114e-15,Down
RAB11FIP1,219681_s_at,-1.0137873485650957,0.4952444289929265,2.2509390989675243e-12,2.9962769380103555e-11,Down
UBE2S,202779_s_at,1.0136201456337028,2.018970940285963,6.131546269858441e-14,1.045123221244733e-12,Up
NDC80,204162_at,1.0131917989922608,2.0183715821235975,2.0612230763921117e-11,2.352983289510524e-10,Up
SSR4,201004_at,1.0115042614285699,2.01601204911252,7.148134410302737e-21,3.462649544886432e-19,Up
CEACAM1,209498_at,1.0111066423905664,2.01545649558634,3.6729890046102524e-13,5.579087524862321e-12,Up
EZH2,203358_s_at,1.0106238252508817,2.0147821090382405,6.03250204091677e-12,7.472053528501855e-11,Up
RCC1,206499_s_at,1.0104408617980267,2.014526609360951,3.366479066852406e-27,4.167514058148453e-25,Up
C1QB,202953_at,-1.0102796466417985,0.4964500083679992,7.133813914212198e-08,4.36830930064277e-07,Down
WWTR1,202133_at,-1.0099931628645304,0.4965486009268613,1.7562854474244865e-15,3.781189239126554e-14,Down
KCTD12,212192_at,-1.009862288105209,0.49659364760997043,1.4873199152256503e-13,2.3929205538608786e-12,Down
HPRT1,202854_at,1.008316568919426,2.0115625072287107,3.30079295684443e-19,1.2926462119044717e-17,Up
CX3CR1,205898_at,-1.008175343519703,0.4971746546205206,2.6471426498056496e-10,2.49308029017833e-09,Down
KAT2B,203845_at,-1.008072301767065,0.49721016564389314,9.303491341477103e-17,2.4591897694203356e-15,Down
MXRA5,209596_at,1.007297890484164,2.0101426561733544,2.6819525616891372e-11,3.0061342521186646e-10,Up
DIAPH2,205726_at,-1.0070375450735378,0.4975669119299361,1.332021221193086e-28,1.9399626713624534e-26,Down
COCH,205229_s_at,1.006755186421536,2.00938663539667,2.3048285164424718e-09,1.834104424238705e-08,Up
MRPS17,218982_s_at,1.0062377522561583,2.008666081962632,2.5486554685655005e-19,1.0123295865605178e-17,Up
RGS5,209071_s_at,-1.0059939611432096,0.49792696077378407,1.8760172541173546e-11,2.1525897257207523e-10,Down
PHACTR2,204048_s_at,-1.005498260678042,0.49809807457624783,1.1434490526880733e-13,1.873490826547672e-12,Down
KIF2A,203087_s_at,1.0049437031333595,2.006865183568977,4.2823865083086886e-16,1.0151533889855586e-14,Up
MYRF,204073_s_at,-1.0046814936192838,0.49838014755140814,1.703083140185701e-14,3.149361129689458e-13,Down
TMPRSS11E,220431_at,1.0039032491833204,2.005418378810556,6.954806183682093e-07,3.5675401977667606e-06,Up
TCF4,212386_at,-1.0034143915102085,0.49881806126030553,2.3955570242076407e-17,6.941508084579825e-16,Down
ELF3,210827_s_at,1.0034022912635443,2.004722143093117,5.44086651455582e-13,8.034382275934217e-12,Up
ALDH2,201425_at,-1.0022891330337735,0.4992072760221614,5.4371694971936775e-19,2.0260275569559652e-17,Down
NETO2,218888_s_at,1.001909721982054,2.0026491898188596,1.3022510632596728e-09,1.086818743169112e-08,Up
MNDA,204959_at,-1.0003763041562284,0.49986959992467533,4.365110947917303e-10,3.930010798078435e-09,Down
GFOD1,219821_s_at,-0.999488838956724,0.5001771863055512,8.277611683074493e-29,1.246283926580736e-26,Down
PFDN4,205361_s_at,0.9992181029915521,1.998916354264318,5.8564152106737084e-15,1.1532202254889097e-13,Up
ILF2,200052_s_at,0.9989755936956346,1.998580375388817,7.757034870224599e-17,2.0800241638172654e-15,Up
TPD52,201690_s_at,0.9984202419718535,1.9978111889516794,2.4872985563556776e-16,6.124251241024703e-15,Up
DKK2,219908_at,-0.9963388506857855,0.5012704690249172,2.3003401911027587e-17,6.709225193500363e-16,Down
MRPL15,218027_at,0.9961820814975422,1.9947142382592649,1.0539040354392922e-17,3.2347305264040975e-16,Up
LSR,208190_s_at,0.995401616628433,1.993635435517878,2.805223446369506e-19,1.1063503372646317e-17,Up
RGS13,210258_at,-0.9953409698782574,0.5016173068511345,7.32218527200955e-11,7.539752976718521e-10,Down
PAEP,206859_s_at,0.9950554817068964,1.993157175004847,4.526118187463667e-06,1.9959527324609715e-05,Up
WISP2,205792_at,-0.994731767023926,0.5018291681351624,6.664225509163284e-19,2.450477508592169e-17,Down
PRKCH,218764_at,-0.9939703648265326,0.5020940852977545,1.4793615848533738e-22,9.031401149393898e-21,Down
MCM2,202107_s_at,0.9934385626840267,1.990924569809374,1.120380492415953e-16,2.919934328947916e-15,Up
NOTCH4,205247_at,-0.9927109722691752,0.5025325768795043,8.264406166093808e-31,1.6895024091657644e-28,Down
IGLL5,217235_x_at,0.9922136918863451,1.989234960866313,3.629598551258866e-07,1.9630364653921916e-06,Up
ADAMDEC1,206134_at,0.9918826760932467,1.9887785978547272,2.0611526236687307e-08,1.3896721305056075e-07,Up
MRPL3,208787_at,0.9912265205109083,1.9878742823661981,6.37099093789729e-21,3.113262962043099e-19,Up
CCDC68,220180_at,-0.9900718546263203,0.5034526995235181,3.2414151758971597e-16,7.82540133960091e-15,Down
TFPI,213258_at,-0.9900106147030296,0.5034740706783394,9.337375499320623e-07,4.6819248031359466e-06,Down
PNPLA6,203718_at,-0.989443882187544,0.5036718887686292,3.687673913350401e-21,1.8846889406235546e-19,Down
C3orf14,219288_at,0.9893601865605239,1.9853043431498543,1.8151784624388076e-17,5.371530103389635e-16,Up
AKAP12,210517_s_at,-0.9890223732156969,0.5038190669531502,3.7378508491063245e-09,2.8602517331949254e-08,Down
EDNRA,204464_s_at,-0.9887203718522173,0.5039245431399217,4.4562655400676906e-11,4.790109263353996e-10,Down
CX3CL1,823_at,-0.9861518783075311,0.504822501306438,1.4281540212579608e-08,9.88616217946292e-08,Down
ZNF106,217781_s_at,-0.985763759584799,0.5049583286408666,8.502485274686522e-33,2.255486659236188e-30,Down
HMMR,207165_at,0.982361212523573,1.9756963228601019,1.5367668771870925e-15,3.337600031614033e-14,Up
LAPTM4B,214039_s_at,0.9814965584954258,1.974512578603821,5.830010879598412e-15,1.1496471896468267e-13,Up
TENC1,212494_at,-0.9780465939141489,0.507666654344193,2.6466269650047967e-24,2.0620555475944715e-22,Down
PTTG1,203554_x_at,0.9752765349412353,1.9660180061570698,3.813176589690972e-19,1.470052144430518e-17,Up
PAFAH1B3,203228_at,0.9750380800116094,1.9656930809781907,1.8776600371990904e-21,9.844682025625255e-20,Up
ST14,202005_at,0.9745525026903543,1.9650315861084084,1.1086197807320184e-27,1.4531396808265628e-25,Up
TSPAN12,219274_at,-0.9733682163402548,0.5093155900586253,2.3871232502670153e-09,1.8949863692803673e-08,Down
MUC4,204895_x_at,0.9723097791611517,1.961979243941575,1.4244026127860888e-05,5.773001713479887e-05,Up
NFKBIA,201502_s_at,-0.9723033321639676,0.5096916656054515,8.909920084757537e-15,1.708603694050363e-13,Down
MAL,204777_s_at,-0.9714435027836021,0.5099955264199981,1.02783482575751e-15,2.3087946998341328e-14,Down
MGLL,211026_s_at,-0.9709096077002126,0.5101842943053813,2.1024942970344246e-11,2.3964133207579583e-10,Down
CD69,209795_at,-0.9705390228986621,0.5103153620812613,3.0994225063837077e-08,2.02297691006878e-07,Down
CKS2,204170_s_at,0.9704640131900044,1.9594707172940264,2.9937305931351147e-09,2.334942205349309e-08,Up
H2BFS,208579_x_at,0.9696842962508825,1.958411990622098,5.710670047970696e-11,6.013745778777458e-10,Up
MMP19,204575_s_at,-0.9687927414324395,0.5109334371359981,4.1637952857463426e-14,7.322955828909688e-13,Down
SMPDL3B,205309_at,0.9674571592751589,1.9553910563624157,2.359307439701273e-16,5.860919473674857e-15,Up
DIXDC1,214724_at,-0.9659659333824795,0.5119355384974595,5.786434434847921e-20,2.4988201261960508e-18,Down
RHOB,212099_at,-0.9649588792916912,0.5122930130439217,1.3956413449970772e-10,1.3840265282852634e-09,Down
BASP1,202391_at,0.9628274978145708,1.9491261919933018,6.903828400652803e-09,5.0754869103182584e-08,Up
MFAP2,203417_at,0.9621176785439793,1.9481674398007764,4.480200894493139e-12,5.6658522435863e-11,Up
PDZRN3,212915_at,-0.9618748115964104,0.5133893197663946,2.7848286576834425e-11,3.1104930816621627e-10,Down
SOX17,219993_at,-0.9590429932931039,0.5143980243075096,4.027453472720263e-20,1.7771038758935766e-18,Down
KDELR3,207265_s_at,0.9589637581266732,1.9439131423999807,3.75164686411998e-17,1.0622356680201464e-15,Up
CSF3R,203591_s_at,-0.9579659138543315,0.5147822041861383,2.2826826142086815e-17,6.666450418402628e-16,Down
TCEAL2,211276_at,-0.9576122081748775,0.5149084288603911,1.8494253696643106e-13,2.9248222506905485e-12,Down
GGH,203560_at,0.9572683463296991,1.9416300559432862,7.038131565618071e-09,5.162300384353769e-08,Up
KRT6A,209125_at,0.956179941238215,1.9401657942499557,4.076379989100784e-05,0.00015179474481472725,Up
SERPINE2,212190_at,0.9561228216073143,1.9400889801228525,2.795702321873274e-09,2.195089317769632e-08,Up
PDE2A,204134_at,-0.9560247744764272,0.5154753073946208,4.37365407320484e-24,3.2925045173386303e-22,Down
CCND2,200953_s_at,-0.9546025158121019,0.51598373134922,4.5612685201597246e-18,1.4603268165907924e-16,Down
AKAP13,221718_s_at,-0.9544023311122434,0.5160553329088476,1.342225149990024e-19,5.559257066399202e-18,Down
PLAC8,219014_at,-0.9541558051650245,0.516143523341657,5.888977992255307e-09,4.378515068449283e-08,Down
CPM,206100_at,-0.954116370319845,0.5161576318798715,9.603822692664668e-06,4.0052775792746926e-05,Down
CTDSPL,201906_s_at,-0.9534339991692438,0.51640182373979,2.183949919492229e-19,8.752689938137651e-18,Down
TSC22D3,208763_s_at,-0.9533871103085865,0.5164186075270455,7.278794715718337e-13,1.051156076800724e-11,Down
ACKR4,220351_at,-0.9532931682836008,0.5164522355550637,7.025398587480342e-24,5.13268710573195e-22,Down
NCF2,209949_at,-0.9529022713057689,0.5165921868021222,1.4074299741573735e-10,1.3950961794550158e-09,Down
MGP,202291_s_at,-0.9519604198891649,0.516929549810089,4.7372791531711955e-07,2.5121559107594898e-06,Down
RACGAP1,222077_s_at,0.9510576332726952,1.9332894242914862,1.8225899884740327e-11,2.093441892431282e-10,Up
FGFR4,211237_s_at,-0.9503099675939453,0.517521258895144,7.051823331005034e-26,7.342793424522672e-24,Down
EREG,205767_at,0.9488691838328611,1.9303590067799192,3.711044066289462e-05,0.00013923757354626718,Up
FCER1A,211734_s_at,-0.9486342051917669,0.5181227349599498,1.874854261915361e-06,8.903959402868712e-06,Down
HN1L,212115_at,0.9482070277399739,1.9294732300510067,3.099559000978282e-22,1.8127945726718914e-20,Up
SNRPE,203316_s_at,0.9481723816604521,1.9294268946312572,2.1034449665069414e-19,8.460480900482703e-18,Up
TTN,208195_at,-0.9456401659444076,0.5191991167084554,3.4790094704449675e-22,2.0083618660602384e-20,Down
AHCY,200903_s_at,0.944708294338847,1.9247996620711498,3.4247501254627015e-16,8.24122106324896e-15,Up
ERO1L,218498_s_at,0.9446288903349753,1.9246937265895696,2.8441832566597625e-16,6.934019202204539e-15,Up
TJP2,202085_at,-0.9433008192755103,0.5200416870059763,6.354657905085256e-14,1.078452719718315e-12,Down
PTPRM,203329_at,-0.9432847225809287,0.5200474893402656,3.822223196425889e-21,1.9406984550009996e-19,Down
GADD45B,209304_x_at,-0.9424691690362401,0.5203415545882866,1.0918993224002763e-11,1.301111903799217e-10,Down
GIMAP4,219243_at,-0.9421532823430709,0.5204554989524355,5.2822502367072876e-17,1.4531405188215863e-15,Down
ARAP3,218950_at,-0.940696446050314,0.520981321383564,1.0730636469043785e-30,2.0974629161377425e-28,Down
ELOVL6,204256_at,0.9405448180626319,1.9192528867547503,4.510872488106672e-06,1.9896768458759412e-05,Up
MS4A4A,219607_s_at,-0.9392844978817765,0.521491449082005,1.051324344976726e-06,5.217519015393404e-06,Down
ZNF331,219228_at,-0.938879858434909,0.5216377347491858,6.030983817296232e-17,1.6469168186374013e-15,Down
ASNS,205047_s_at,0.9384705300397593,1.9164953929257904,3.8182225809287613e-10,3.4769699129887856e-09,Up
LAMA3,203726_s_at,-0.9383576275098502,0.5218265928653092,2.833117807538736e-09,2.220806707259839e-08,Down
CBFA2T3,208056_s_at,-0.9378638948399027,0.5220052078332331,1.1229324861119259e-23,7.84398262947713e-22,Down
PPAT,209433_s_at,0.9376084163321581,1.9153504916574755,8.335814043748904e-15,1.6109882422971104e-13,Up
PTPRD,214043_at,-0.9363861281917654,0.5225401768160012,2.7547856397440252e-25,2.6121229110815367e-23,Down
MAOB,204041_at,-0.9360899519609411,0.5226474620445217,4.734649677362397e-16,1.1093816904381312e-14,Down
CCDC102B,220301_at,-0.9350186914887431,0.5230356934266506,7.238686332001925e-16,1.6577558842343155e-14,Down
GAPDH,212581_x_at,0.9343045188951375,1.9109691907211852,2.663364322545766e-25,2.5362285127900554e-23,Up
KCNK1,204679_at,0.93412412839022,1.9107302634795476,4.591627886293396e-08,2.9141339843428007e-07,Up
C1QA,218232_at,-0.933984723008793,0.5234106834601224,5.0871944413621206e-08,3.204995820747085e-07,Down
TJP1,202011_at,-0.9324343782624958,0.5239734518516567,4.077521704647795e-18,1.3225533645511908e-16,Down
SEPT10,212698_s_at,-0.9323169031150549,0.5240161194722731,1.287206869388343e-13,2.090585325844056e-12,Down
PLN,204939_s_at,-0.9319403544553122,0.5241529074381426,3.131461557928222e-07,1.7203737153677164e-06,Down
FZD4,218665_at,-0.9318700209570707,0.5241784612836796,2.733674710212397e-35,1.384419853810519e-32,Down
SETBP1,205933_at,-0.9314012261671367,0.5243488174944998,1.6313401998699054e-20,7.652874457621284e-19,Down
CPD,201941_at,0.9306794524873343,1.9061735173002434,2.0184637744864335e-10,1.9470115842466976e-09,Up
IDH2,210046_s_at,0.9303610045422239,1.9057528115838542,8.907268255198784e-16,2.0109489212826193e-14,Up
TUBG1,201714_at,0.9277946046013419,1.9023656950221397,2.886693194838405e-16,7.029965514817943e-15,Up
PRAME,204086_at,0.9270741708082308,1.90141595418742,2.448518214199327e-08,1.628666607970257e-07,Up
ANKS1A,212747_at,-0.9263689466745291,0.5261809975931764,1.2943374581879046e-21,6.867076566857399e-20,Down
ARHGEF15,205507_at,-0.9260038339817047,0.5263141786657684,4.335406255162376e-29,6.851479261261222e-27,Down
KIF2C,209408_at,0.9259163047519348,1.8998905439646114,1.420967428956579e-15,3.0981817240156016e-14,Up
RETN,220570_at,-0.9255899765615769,0.5264651809685439,5.981472336080943e-14,1.0205600923804873e-12,Down
SEZ6L2,218720_x_at,0.9252796356344151,1.8990522969760772,7.69113122783392e-13,1.1049740628615296e-11,Up
KLHL7,220239_at,0.925254694761783,1.89901946702192,2.181499417251032e-12,2.912543529934376e-11,Up
H2AFV,202487_s_at,0.9252442982793792,1.8990057821815505,1.690266491095294e-20,7.896060423705752e-19,Up
MRPL13,218049_s_at,0.9244775669299816,1.8979968091243684,7.250357792180293e-15,1.4159484897734746e-13,Up
ITPR1,203710_at,-0.9225326461900032,0.5275820384053217,5.033819479336079e-14,8.72228611648879e-13,Down
LPGAT1,202651_at,0.9215795836161149,1.8941880745999589,2.748229150086632e-10,2.5741399811425146e-09,Up
FUT8,203988_s_at,0.9209030080939495,1.8932999722694543,2.28694096360632e-15,4.816626227981061e-14,Up
ALDH18A1,217791_s_at,0.9166028718916319,1.8876651525344943,3.984394690093054e-22,2.2882543010140084e-20,Up
KCNJ8,205303_at,-0.9164334314612939,0.5298171938550279,3.4600658404828414e-29,5.507189080248511e-27,Down
SELE,206211_at,-0.9163435377343436,0.5298502075721723,2.5688812356078434e-07,1.429272923172274e-06,Down
NDRG2,206453_s_at,-0.9141030720102066,0.5306736896305538,1.7292160820432512e-24,1.3663873034102755e-22,Down
CCL19,210072_at,0.9131806552149877,1.8831927289416945,3.066427717447071e-05,0.0001169419969670941,Up
H2AFX,205436_s_at,0.9124289073479908,1.8822117057150731,1.704873076947543e-15,3.677607625713659e-14,Up
FGB,204988_at,0.9123697368536243,1.882134510528205,4.7942586927278015e-05,0.00017649176680993489,Up
IGK,211908_x_at,0.9122033474324454,1.8819174520338964,7.113867439139921e-09,5.2092772969554664e-08,Up
ZNF217,203739_at,0.9116251957554553,1.8811634356149494,1.328049686854102e-15,2.91269007600098e-14,Up
FRMD4B,213056_at,-0.9114962126583395,0.5316334505193372,2.8131256522587636e-15,5.804155454563151e-14,Down
AURKA,204092_s_at,0.9113050139827577,1.8807459895194871,2.532414014337731e-15,5.268887159802769e-14,Up
PKP3,209873_s_at,0.9106475474074607,1.8798890891513398,2.5989609221296245e-20,1.1770863054433826e-18,Up
AGTR2,222321_at,-0.9097648830992249,0.5322718288269366,4.4155979519047496e-16,1.0445092267759399e-14,Down
SEPP1,201427_s_at,-0.9078869908314591,0.5329651146150941,1.3379608392661478e-16,3.4426999285643845e-15,Down
MFNG,204153_s_at,-0.9069260006414517,0.5333202450145974,7.265042914485455e-30,1.2950956101078351e-27,Down
HSPE1,205133_s_at,0.9068946196868399,1.8750052299045616,5.929192942984446e-12,7.352265239205478e-11,Up
RCAN2,203498_at,-0.9063544531108372,0.5335315705184089,2.6428468655159668e-12,3.4600797123555984e-11,Down
LDHA,200650_s_at,0.9039925695390547,1.871237358011377,2.6483912506517085e-28,3.7588600151765617e-26,Up
ASPA,206030_at,-0.9029647838036592,0.5347865979280056,3.7098265375642214e-33,1.164310770937233e-30,Down
RAB25,218186_at,0.9025840576949307,1.8694113492427027,1.3336118630266686e-18,4.6651292219502755e-17,Up
ZFPM2,219778_at,-0.9024347302712901,0.5349831173565608,5.4075655842863626e-12,6.754304031090416e-11,Down
CYB5A,209366_x_at,-0.9022874562061975,0.5350377326133218,3.712541022463624e-14,6.56039267276423e-13,Down
ZCCHC24,212423_at,-0.9015872942410255,0.5352974576259689,2.668020531380712e-16,6.540319197002905e-15,Down
CHI3L2,213060_s_at,-0.9013539005123183,0.5353840630223744,4.075823353221671e-12,5.1923207309120364e-11,Down
UNC13B,202893_at,-0.9009467597821992,0.5355351742499417,4.376200719139924e-15,8.856937386430057e-14,Down
MCAM,209087_x_at,-0.9005801745584083,0.535671269696567,6.003952836362602e-10,5.292170927716292e-09,Down
KIF14,206364_at,0.9003628982853629,1.86653543594112,6.373991164750789e-16,1.4733573145657866e-14,Up
CTSH,202295_s_at,-0.9002347319130912,0.5357995475727774,1.0311045213994882e-09,8.746137057611265e-09,Down
SLC26A2,205097_at,-0.899241398561573,0.5361685866375936,2.8469394668882004e-10,2.6554354181946324e-09,Down
TMED3,208837_at,0.8975251792667098,1.8628676494887717,1.8760995852107047e-17,5.537102921490084e-16,Up
SGK1,201739_at,-0.8951845231695987,0.5376784208385894,7.62007341311997e-14,1.2786001194619902e-12,Down
RNF128,219263_at,-0.895025290607669,0.5377377685420016,0.00010683618058093881,0.0003695483719163396,Down
SLC35A2,209326_at,0.8941663269831102,1.8585356050097936,4.496476885948463e-14,7.864599250360251e-13,Up
NARF,219862_s_at,0.8939618349887368,1.8582721891749427,2.6904923978756627e-20,1.213608139713834e-18,Up
DAPK1,203139_at,-0.8938949696893062,0.5381592397461706,4.701306452775001e-15,9.429271979044586e-14,Down
SIX1,205817_at,0.8935234570042239,1.857707619504875,1.166015512400874e-11,1.379104228387934e-10,Up
HCK,208018_s_at,-0.8928974144957742,0.5385314800138954,1.8714816380181675e-10,1.8147038126012104e-09,Down
MS4A2,207496_at,-0.8924168992438437,0.5387108773789993,5.30250753308165e-15,1.0559050523651333e-13,Down
ARRB1,221861_at,-0.8915089094183664,0.5390500328764437,7.89481293044775e-25,6.6384949633648e-23,Down
NR2F1,209505_at,-0.8914465880844435,0.5390733191855801,1.3069883188296674e-11,1.534437339751395e-10,Down
TTC28,213058_at,-0.8898939666435624,0.5396537795785533,2.408711376776897e-27,3.049620205040886e-25,Down
PLCB4,203895_at,-0.8878012666481352,0.5404371418990892,5.3733217507648685e-15,1.0690511479669069e-13,Down
NUDT21,202697_at,0.8875497876326559,1.8500314388228845,7.4497429694006e-14,1.2537962431053894e-12,Up
HPCAL1,212552_at,-0.8867261276277265,0.5408400417515424,4.581370047940536e-21,2.2889387618443714e-19,Down
KIF20A,218755_at,0.8866416551555227,1.84886726696458,1.8218611458638055e-14,3.357860373307128e-13,Up
SELP,206049_at,-0.8860676325000032,0.5410869559031638,7.0400923668163805e-25,5.987571687395778e-23,Down
TNFSF13,210314_x_at,-0.8843206175376448,0.5417425758050831,8.243978022008768e-15,1.5946229363231023e-13,Down
PTPN13,204201_s_at,-0.882589415540461,0.5423930450566038,9.991704381186335e-08,5.969038839838475e-07,Down
HILPDA,218507_at,0.8820570383061224,1.8430012357452912,8.320184084129657e-10,7.166550519778166e-09,Up
AVL9,212474_at,0.8813906685742428,1.8421501642308407,1.44942087289398e-12,1.9899843074982475e-11,Up
JAM3,212813_at,-0.8811224000844433,0.5429448620735202,4.954282806001612e-19,1.8585232957261602e-17,Down
LMNB1,203276_at,0.8808429329739571,1.8414509036938826,3.997992729509192e-20,1.7676046030089946e-18,Up
ATIC,208758_at,0.8805490349539067,1.841075811496308,4.671812111106393e-19,1.770441994418091e-17,Up
C10orf10,209183_s_at,-0.879517785266362,0.5435490798915259,1.7329972184113835e-10,1.6870413725583601e-09,Down
BTG2,201236_s_at,-0.8793586768462305,0.5436090288079741,3.542605562982885e-11,3.875300920959628e-10,Down
DRAM1,218627_at,-0.8766052357023231,0.5446475190500281,1.8504534035473514e-09,1.507629001508067e-08,Down
MTX2,203517_at,0.8757596774187197,1.8349740711640534,1.936064079079592e-16,4.880239352277212e-15,Up
KRT18,201596_x_at,0.874890458705142,1.833868838690256,1.2006630421413455e-11,1.419139596120406e-10,Up
PPP1R3C,204284_at,-0.8743193565816334,0.5455111702008367,6.139009177448991e-10,5.3984033741553226e-09,Down
HIST1H2BH,208546_x_at,0.8742046393437732,1.8329972727473027,2.701242573492859e-11,3.0262336985993656e-10,Up
RPL23AP32,207283_at,-0.8728389513617172,0.5460712276253488,1.9234952553247872e-22,1.1647077384348433e-20,Down
LAMA2,213519_s_at,-0.8724592321886018,0.5462149731844681,3.1093389340509244e-13,4.781601067457332e-12,Down
EIF2AK1,217736_s_at,0.8716818195401128,1.8297947380449255,3.976994692013961e-24,3.0349100247310646e-22,Up
FKBP1B,206857_s_at,-0.8713933572262516,0.5466186704083172,8.436001683539748e-11,8.587456624683243e-10,Down
DTL,218585_s_at,0.8703007078944394,1.8280438887675357,1.2209244673414487e-08,8.573180742531166e-08,Up
MCM6,201930_at,0.8702085038388461,1.8279270604223283,5.011488717006512e-15,1.0006362283248755e-13,Up
UCHL1,201387_s_at,0.8699995746600955,1.8276623616215368,1.5105942204422197e-05,6.090206443660934e-05,Up
SLC35A1,203306_s_at,-0.8690084430833949,0.5475230311186771,4.271033126673537e-14,7.49971876766481e-13,Down
ATP8A1,213106_at,-0.868717434600633,0.5476334840646417,8.411045185930585e-09,6.06744318155038e-08,Down
N4BP2L1,213375_s_at,-0.8685778990341309,0.5476864530163158,2.538473684503472e-16,6.2433564141049525e-15,Down
PYCR1,202148_s_at,0.8685539104686866,1.8258318551142703,2.8566819643877235e-23,1.9058516231272945e-21,Up
IRAK1,201587_s_at,0.8680864152237913,1.825240302911852,5.9593400344250765e-21,2.931390154240485e-19,Up
ESRP1,219121_s_at,0.8676281604282199,1.82466062926494,1.0611104138384855e-19,4.4361582273101266e-18,Up
ID2,201565_s_at,-0.8668297610295532,0.5483504961982096,2.821256141483217e-15,5.813163910087522e-14,Down
SNRPD1,202690_s_at,0.8663898086512987,1.8230950854854997,7.058076866357631e-12,8.632004764711695e-11,Up
UGDH,203343_at,0.8662742587969756,1.82294907407653,4.545461006513187e-09,3.4392702074069054e-08,Up
VGLL3,220327_at,-0.8662075964623499,0.5485870242334937,1.6193647762255403e-18,5.577172381550806e-17,Down
RASSF2,203185_at,-0.8660195640918325,0.5486585284932921,3.7477418694801614e-18,1.2209200596144216e-16,Down
PPARG,208510_s_at,-0.865486843713934,0.5488611600543705,2.209345155887031e-12,2.9444281165448996e-11,Down
CLDN10,205328_at,0.8654267296622153,1.8218784744826488,3.5678964345439033e-07,1.932039763084855e-06,Up
KIAA0754,215268_at,-0.8653855254169578,0.5488997070994317,2.467365096011081e-12,3.251348103750143e-11,Down
CRIP1,205081_at,-0.8650592884954253,0.5490238439362856,1.566821352414132e-05,6.302072237516987e-05,Down
SEC14L1,202084_s_at,-0.864883072779735,0.5490909076854295,4.428599901677194e-21,2.2266970891911436e-19,Down
FOXM1,202580_x_at,0.8645855809648149,1.8208165563341285,1.8329031972165552e-12,2.4678297246874017e-11,Up
RDX,212397_at,-0.8643279449380668,0.5493022304484774,1.3675075859620853e-13,2.211333203047398e-12,Down
PLA2G4C,209785_s_at,-0.8640251128268837,0.5494175450570963,2.1962124495225873e-16,5.480201793136822e-15,Down
DKK1,204602_at,0.8637650159482755,1.8197812207261364,9.958829437671625e-05,0.0003465218556521499,Up
DCLK1,205399_at,0.8622879191861355,1.8179189994682758,3.3357773625364263e-07,1.8160548978597406e-06,Up
CCNA2,203418_at,0.861723141206193,1.8172074702469247,4.472218033725047e-16,1.0534295395929727e-14,Up
