gene,probe,log2FC,fold_change,p_value,p_adj,status
DNAAF2,219166_at,0.6026068747441933,1.5184578632897607,2.421886451034343e-08,1.6133601132555534e-07,Up
SDC2,212158_at,-0.6025898227118223,0.6585706747709628,7.709786565382102e-07,3.925895201928916e-06,Down
CYP27B1,205676_at,0.6024789398567894,1.5183232158992275,7.269744095214012e-09,5.3042471405911536e-08,Up
LSM2,209449_at,0.6019565544356071,1.5177735457945525,2.160813279560455e-10,2.068273295036324e-09,Up
ITIH3,205755_at,-0.6014976161083743,0.6590694410125811,3.5217537877072097e-19,1.3699125365126661e-17,Down
SLC11A1,210423_s_at,-0.6013291593916277,0.6591464019455303,1.263824313361567e-13,2.057107171266311e-12,Down
RUFY3,213939_s_at,-0.6008485575316644,0.6593660185304098,3.4632303952287554e-08,2.2420442445346413e-07,Down
SPATS2L,222154_s_at,0.6008027001703056,1.5165601297336408,3.163747937978574e-10,2.9264340100446893e-09,Up
TIMM17A,215171_s_at,0.600137285779029,1.5158608078259266,1.447658272316558e-12,1.988789721456835e-11,Up
HDGF,200896_x_at,0.6000937562104163,1.5158150713606846,2.141332173656828e-16,5.367300880269414e-15,Up
HEBP1,218450_at,-0.5997259854436994,0.6598792759507482,2.4605337344930195e-11,2.7775113072800384e-10,Down
LIFR,205876_at,-0.5996798106544681,0.6599003963353296,4.407832087302471e-07,2.3480689075152035e-06,Down
RPAP3,218842_at,0.5989428365840936,1.5146063019566334,6.03134680735954e-08,3.7488563712243416e-07,Up
PAK6,219461_at,0.5984916868001378,1.5141327386206709,4.002405952696205e-14,7.04467708087911e-13,Up
LRPPRC,211971_s_at,0.5983853395337828,1.5140211294875199,5.043983824875473e-11,5.380329898022985e-10,Up
CFTR,205043_at,-0.5983655871822684,0.6605018066815103,2.1523873525405345e-07,1.215449756124195e-06,Down
MAPK13,210058_at,0.5981902934820553,1.513816454296869,8.424353451263451e-12,1.0207714407531457e-10,Up
DNAJC9,213088_s_at,0.5979806122568636,1.5135964522769332,2.156847547401461e-11,2.449593980568132e-10,Up
TSFM,212656_at,0.5979582331871907,1.5135729735674446,6.639413585347073e-12,8.164793207631834e-11,Up
MYLIP,220319_s_at,-0.5973337366428595,0.6609743825974004,1.2378199393417127e-08,8.68188281660415e-08,Down
BLNK,207655_s_at,0.5973018589081631,1.5128845090071719,1.8302769080495847e-07,1.047356454598585e-06,Up
CENPE,205046_at,0.5967628486178747,1.5123193805630044,7.547526960949365e-11,7.746731610816891e-10,Up
GANAB,211934_x_at,0.596508097455315,1.5120523587071188,1.8924241703002414e-11,2.1691814705144175e-10,Up
PRKCDBP,213010_at,-0.5961517655840982,0.661516127518089,1.4533870202831631e-12,1.9942009219808944e-11,Down
GADD45A,203725_at,0.5956141484275168,1.5111157234498929,4.366215664272627e-05,0.00016183031212073677,Up
PDXK,218019_s_at,-0.5954139060809336,0.6618545433220977,8.230376057498026e-09,5.9486691433418275e-08,Down
CAD,202715_at,0.5945647246973955,1.5100169298488324,2.1508545309052408e-18,7.317174276665875e-17,Up
AP1S2,203300_x_at,-0.5943469167505313,0.6623442191879193,2.1118943225093456e-11,2.405498678776927e-10,Down
TCF3,213811_x_at,0.5942995411389909,1.5097393972784028,1.8110676979160317e-17,5.366492222428582e-16,Up
ACACB,221928_at,-0.5941092309229399,0.6624533502229057,1.0732756648912899e-23,7.520692339865601e-22,Down
RBBP4,217301_x_at,0.5939366451907091,1.5093596847308812,1.219767579205428e-12,1.7030125919445207e-11,Up
BDNF,206382_s_at,-0.5939361513698076,0.6625328292566156,2.0187407032934237e-11,2.3073834653151926e-10,Down
LOC100293211,217384_x_at,0.593788624524632,1.5092048322092675,4.5688982881864964e-07,2.4298033545503504e-06,Up
SYNGR3,205691_at,0.5937744097874731,1.5091899622307106,3.709769498777851e-08,2.3884655805046766e-07,Up
PILRA,222218_s_at,-0.5933343946664351,0.6628092332908131,3.1265346357172903e-12,4.043759241796467e-11,Down
MVB12B,52975_at,-0.5930830941344087,0.6629246969306348,5.987760326177209e-21,2.938882452603673e-19,Down
CALCOCO1,209002_s_at,-0.5929516581988032,0.6629850950705676,6.6173161918500366e-21,3.226557039452831e-19,Down
RABGAP1L,203020_at,-0.5927483896344139,0.6630785129578575,1.4252006375282533e-07,8.31137027114422e-07,Down
CPVL,208146_s_at,-0.5926951521347643,0.6631029819498694,4.7336252954342777e-07,2.5108158166665556e-06,Down
ACOT13,204565_at,0.5924074341685408,1.5077606589070052,3.410466143613738e-08,2.2104542489280082e-07,Up
MCM10,220651_s_at,0.5923871280538346,1.507739437134867,6.7967700351071134e-09,5.0100041909458086e-08,Up
MSH2,209421_at,0.59234308019282,1.5076934040638044,1.2070722983212509e-08,8.48224283301559e-08,Up
F3,204363_at,-0.5923116204472194,0.6632792872717255,9.707372882095191e-05,0.00033845377476047535,Down
ADIPOR2,201346_at,-0.5922198281460229,0.6633214901401888,7.781447685375663e-15,1.5156818074582684e-13,Down
COPG1,217749_at,0.5919450962378612,1.5072775469278386,7.420108578014256e-08,4.5361393537418843e-07,Up
ZWILCH,218349_s_at,0.5913424751164715,1.5066480808370486,2.7826798117778608e-08,1.8345104806463336e-07,Up
RER1,202296_s_at,0.5912059723557377,1.5065055338070283,4.599936738781105e-16,1.0800884125422482e-14,Up
SOX18,219568_x_at,-0.5909278895306125,0.663915762975377,7.517852620435699e-12,9.164130740764151e-11,Down
OSTM1,218196_at,-0.5902986428128072,0.6642054000246947,4.427031388715463e-09,3.358785850689365e-08,Down
LTBP4,213176_s_at,-0.5902394984665733,0.6642326301726368,1.1463582938754518e-09,9.65393116493828e-09,Down
QDPR,209123_at,-0.5901119962033761,0.6642913362080477,6.25129718059259e-11,6.506195939988075e-10,Down
CD81,200675_at,-0.5900694761435616,0.6643109149289772,1.5463384060202312e-14,2.8762152505299506e-13,Down
SLC39A14,212110_at,0.5890496090109085,1.504255476348711,2.4897343699283475e-07,1.3894002245207454e-06,Up
TWIST1,213943_at,0.5888255506062618,1.5040218754130619,2.6954099974961683e-08,1.7811927928293927e-07,Up
GTPBP4,218239_s_at,0.5885482862033804,1.5037328526838998,4.3232475212162016e-08,2.754000129081207e-07,Up
PSMD3,201388_at,0.5871933048761404,1.502321207566442,1.1023680682297854e-12,1.5517414822719083e-11,Up
NFATC1,211105_s_at,-0.5871019824570745,0.6656787488880257,1.4521442968021924e-15,3.162884949978775e-14,Down
CXorf57,219355_at,-0.5868765227449,0.6657827871378168,1.041519480872811e-10,1.0473004779913738e-09,Down
ADSS,221761_at,0.5866767319507389,1.5017833811252916,3.740184580823086e-10,3.414278288180288e-09,Up
HOOK1,219976_at,0.5865601227765653,1.5016620009044006,1.0606458861910929e-12,1.4967936847369298e-11,Up
CENPM,218741_at,0.5863354132477134,1.501428125086289,5.354331496818775e-12,6.695318111313847e-11,Up
MKNK2,218205_s_at,-0.5862531497758656,0.6660705268604252,5.7335280236455254e-11,6.034964806371905e-10,Down
DOCK6,221794_at,-0.5862178219510863,0.6660868373836496,2.7859949137457235e-16,6.807053142872364e-15,Down
GSTM5,205752_s_at,-0.5859422597420814,0.666214075563275,9.07192766040073e-25,7.431976619731965e-23,Down
NOX4,219773_at,0.5857641642529936,1.5008337378457184,3.6373961747412675e-10,3.3231692891250375e-09,Up
WDR45B,209076_s_at,0.5856026962424412,1.5006657722880872,3.9031262155738016e-11,4.234340869602289e-10,Up
CDC7,204510_at,0.5852986873986632,1.5003495810007812,2.995222900534098e-10,2.7797814199334155e-09,Up
NDUFS6,203606_at,0.585291952121743,1.5003425765777878,1.6608528758937406e-08,1.1390823217463904e-07,Up
